geo,nace_r2,year,activity,country
AL,J6120,2021,Wireless telecommunications activities,Albania
AL,J6120,2022,Wireless telecommunications activities,Albania
AL,J6120,2023,Wireless telecommunications activities,Albania
AL,J6130,2023,Satellite telecommunications activities,Albania
AL,J6201,2021,Computer programming activities,Albania
AL,J6201,2022,Computer programming activities,Albania
AL,J6201,2023,Computer programming activities,Albania
AL,J6202,2022,Computer consultancy activities,Albania
AL,J6202,2023,Computer consultancy activities,Albania
AL,J6203,2022,Computer facilities management activities,Albania
AL,J6203,2023,Computer facilities management activities,Albania
AL,J6209,2022,Other information technology and computer service activities,Albania
AL,J6209,2023,Other information technology and computer service activities,Albania
AL,J6311,2021,"Data processing, hosting and related activities",Albania
AL,J6311,2022,"Data processing, hosting and related activities",Albania
AL,J6311,2023,"Data processing, hosting and related activities",Albania
AL,J6391,2021,News agency activities,Albania
AL,J6391,2022,News agency activities,Albania
AL,J6391,2023,News agency activities,Albania
AL,L6810,2021,Buying and selling of own real estate,Albania
AL,L6831,2021,Real estate agencies,Albania
AL,M7010,2021,Activities of head offices,Albania
AL,M7010,2022,Activities of head offices,Albania
AL,M7010,2023,Activities of head offices,Albania
AL,M7021,2021,Public relations and communication activities,Albania
AL,M7021,2022,Public relations and communication activities,Albania
AL,M7021,2023,Public relations and communication activities,Albania
AL,M7211,2021,Research and experimental development on biotechnology,Albania
AL,M7211,2022,Research and experimental development on biotechnology,Albania
AL,M7211,2023,Research and experimental development on biotechnology,Albania
AL,M7219,2023,Other research and experimental development on natural sciences and engineering,Albania
AL,M7220,2021,Research and experimental development on social sciences and humanities,Albania
AL,M7220,2022,Research and experimental development on social sciences and humanities,Albania
AL,M7220,2023,Research and experimental development on social sciences and humanities,Albania
AL,M7410,2021,Specialised design activities,Albania
AL,M7410,2022,Specialised design activities,Albania
AL,M7410,2023,Specialised design activities,Albania
AL,M7420,2021,Photographic activities,Albania
AL,M7420,2022,Photographic activities,Albania
AL,M7420,2023,Photographic activities,Albania
AL,N7712,2021,Renting and leasing of trucks,Albania
AL,N7712,2022,Renting and leasing of trucks,Albania
AL,N7712,2023,Renting and leasing of trucks,Albania
AL,N7721,2021,Renting and leasing of recreational and sports goods,Albania
AL,N7721,2022,Renting and leasing of recreational and sports goods,Albania
AL,N7721,2023,Renting and leasing of recreational and sports goods,Albania
AL,N7731,2021,Renting and leasing of agricultural machinery and equipment,Albania
AL,N7731,2022,Renting and leasing of agricultural machinery and equipment,Albania
AL,N7731,2023,Renting and leasing of agricultural machinery and equipment,Albania
AL,N7732,2023,Renting and leasing of construction and civil engineering machinery and equipment,Albania
AL,N7735,2023,Renting and leasing of air transport equipment,Albania
AL,N7739,2023,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",Albania
AL,N7740,2021,"Leasing of intellectual property and similar products, except copyrighted works",Albania
AL,N7740,2022,"Leasing of intellectual property and similar products, except copyrighted works",Albania
AL,N7740,2023,"Leasing of intellectual property and similar products, except copyrighted works",Albania
AL,N7820,2021,Temporary employment agency activities,Albania
AL,N7820,2022,Temporary employment agency activities,Albania
AL,N7820,2023,Temporary employment agency activities,Albania
AL,N7830,2021,Other human resources provision,Albania
AL,N7830,2022,Other human resources provision,Albania
AL,N7830,2023,Other human resources provision,Albania
AL,N7912,2021,Tour operator activities,Albania
AL,N7912,2022,Tour operator activities,Albania
AL,N7912,2023,Tour operator activities,Albania
AL,N7990,2021,Other reservation service and related activities,Albania
AL,N7990,2022,Other reservation service and related activities,Albania
AL,N7990,2023,Other reservation service and related activities,Albania
AL,N8020,2021,Security systems service activities,Albania
AL,N8020,2022,Security systems service activities,Albania
AL,N8020,2023,Security systems service activities,Albania
AL,N8030,2021,Investigation activities,Albania
AL,N8030,2022,Investigation activities,Albania
AL,N8030,2023,Investigation activities,Albania
AL,N8110,2021,Combined facilities support activities,Albania
AL,N8110,2022,Combined facilities support activities,Albania
AL,N8110,2023,Combined facilities support activities,Albania
AL,N8121,2021,General cleaning of buildings,Albania
AL,N8121,2022,General cleaning of buildings,Albania
AL,N8121,2023,General cleaning of buildings,Albania
AL,N8211,2023,Combined office administrative service activities,Albania
AL,N8219,2023,"Photocopying, document preparation and other specialised office support activities",Albania
AL,N8230,2021,Organisation of conventions and trade shows,Albania
AL,N8230,2022,Organisation of conventions and trade shows,Albania
AL,N8230,2023,Organisation of conventions and trade shows,Albania
AL,N8291,2021,Activities of collection agencies and credit bureaus,Albania
AL,N8291,2022,Activities of collection agencies and credit bureaus,Albania
AL,N8291,2023,Activities of collection agencies and credit bureaus,Albania
AL,P8510,2021,Pre-primary education,Albania
AL,P8510,2022,Pre-primary education,Albania
AL,P8510,2023,Pre-primary education,Albania
AL,P8520,2021,Primary education,Albania
AL,P8520,2022,Primary education,Albania
AL,P8520,2023,Primary education,Albania
AL,P8541,2021,Post-secondary non-tertiary education,Albania
AL,P8541,2022,Post-secondary non-tertiary education,Albania
AL,P8541,2023,Post-secondary non-tertiary education,Albania
AL,P8551,2021,Sports and recreation education,Albania
AL,P8551,2022,Sports and recreation education,Albania
AL,P8551,2023,Sports and recreation education,Albania
AL,Q8710,2021,Residential nursing care activities,Albania
AL,Q8710,2022,Residential nursing care activities,Albania
AL,Q8710,2023,Residential nursing care activities,Albania
AL,Q8730,2021,Residential care activities for the elderly and disabled,Albania
AL,Q8730,2022,Residential care activities for the elderly and disabled,Albania
AL,Q8730,2023,Residential care activities for the elderly and disabled,Albania
AL,Q8790,2021,Other residential care activities,Albania
AL,Q8790,2022,Other residential care activities,Albania
AL,Q8790,2023,Other residential care activities,Albania
AL,Q8810,2021,Social work activities without accommodation for the elderly and disabled,Albania
AL,Q8810,2022,Social work activities without accommodation for the elderly and disabled,Albania
AL,Q8810,2023,Social work activities without accommodation for the elderly and disabled,Albania
AL,Q8891,2021,Child day-care activities,Albania
AL,Q8891,2022,Child day-care activities,Albania
AL,Q8891,2023,Child day-care activities,Albania
AL,Q8899,2021,Other social work activities without accommodation n.e.c.,Albania
AL,Q8899,2022,Other social work activities without accommodation n.e.c.,Albania
AL,Q8899,2023,Other social work activities without accommodation n.e.c.,Albania
AL,R9001,2021,Performing arts,Albania
AL,R9001,2022,Performing arts,Albania
AL,R9001,2023,Performing arts,Albania
AL,R9101,2021,Library and archives activities,Albania
AL,R9101,2022,Library and archives activities,Albania
AL,R9101,2023,Library and archives activities,Albania
AL,R9103,2023,Operation of historical sites and buildings and similar visitor attractions,Albania
AL,R9104,2023,Botanical and zoological gardens and nature reserves activities,Albania
AL,R9200,2022,Gambling and betting activities,Albania
AL,R9200,2023,Gambling and betting activities,Albania
AL,R9311,2021,Operation of sports facilities,Albania
AL,R9311,2022,Operation of sports facilities,Albania
AL,R9311,2023,Operation of sports facilities,Albania
AL,R9321,2021,Activities of amusement parks and theme parks,Albania
AL,R9321,2022,Activities of amusement parks and theme parks,Albania
AL,R9321,2023,Activities of amusement parks and theme parks,Albania
AT,B0610,2021,Extraction of crude petroleum,Austria
AT,B0610,2022,Extraction of crude petroleum,Austria
AT,B0610,2023,Extraction of crude petroleum,Austria
AT,B0610,2024,Extraction of crude petroleum,Austria
AT,B0710,2021,Mining of iron ores,Austria
AT,B0710,2022,Mining of iron ores,Austria
AT,B0710,2023,Mining of iron ores,Austria
AT,B0710,2024,Mining of iron ores,Austria
AT,B0729,2021,Mining of other non-ferrous metal ores,Austria
AT,B0729,2022,Mining of other non-ferrous metal ores,Austria
AT,B0729,2023,Mining of other non-ferrous metal ores,Austria
AT,B0729,2024,Mining of other non-ferrous metal ores,Austria
AT,B0891,2021,Mining of chemical and fertiliser minerals,Austria
AT,B0891,2022,Mining of chemical and fertiliser minerals,Austria
AT,B0891,2023,Mining of chemical and fertiliser minerals,Austria
AT,B0891,2024,Mining of chemical and fertiliser minerals,Austria
AT,B0892,2021,Extraction of peat,Austria
AT,B0892,2022,Extraction of peat,Austria
AT,B0892,2023,Extraction of peat,Austria
AT,B0892,2024,Extraction of peat,Austria
AT,B0893,2021,Extraction of salt,Austria
AT,B0893,2022,Extraction of salt,Austria
AT,B0893,2023,Extraction of salt,Austria
AT,B0893,2024,Extraction of salt,Austria
AT,B0990,2022,Support activities for other mining and quarrying,Austria
AT,B0990,2023,Support activities for other mining and quarrying,Austria
AT,B0990,2024,Support activities for other mining and quarrying,Austria
AT,C1041,2021,Manufacture of oils and fats,Austria
AT,C1041,2022,Manufacture of oils and fats,Austria
AT,C1041,2023,Manufacture of oils and fats,Austria
AT,C1041,2024,Manufacture of oils and fats,Austria
AT,C1042,2021,Manufacture of margarine and similar edible fats,Austria
AT,C1042,2022,Manufacture of margarine and similar edible fats,Austria
AT,C1042,2023,Manufacture of margarine and similar edible fats,Austria
AT,C1042,2024,Manufacture of margarine and similar edible fats,Austria
AT,C1061,2021,Manufacture of grain mill products,Austria
AT,C1061,2022,Manufacture of grain mill products,Austria
AT,C1061,2023,Manufacture of grain mill products,Austria
AT,C1061,2024,Manufacture of grain mill products,Austria
AT,C1062,2021,Manufacture of starches and starch products,Austria
AT,C1062,2022,Manufacture of starches and starch products,Austria
AT,C1062,2023,Manufacture of starches and starch products,Austria
AT,C1062,2024,Manufacture of starches and starch products,Austria
AT,C1081,2021,Manufacture of sugar,Austria
AT,C1081,2022,Manufacture of sugar,Austria
AT,C1081,2023,Manufacture of sugar,Austria
AT,C1081,2024,Manufacture of sugar,Austria
AT,C1086,2021,Manufacture of homogenised food preparations and dietetic food,Austria
AT,C1086,2022,Manufacture of homogenised food preparations and dietetic food,Austria
AT,C1086,2023,Manufacture of homogenised food preparations and dietetic food,Austria
AT,C1086,2024,Manufacture of homogenised food preparations and dietetic food,Austria
AT,C1104,2021,Manufacture of other non-distilled fermented beverages,Austria
AT,C1104,2022,Manufacture of other non-distilled fermented beverages,Austria
AT,C1104,2023,Manufacture of other non-distilled fermented beverages,Austria
AT,C1104,2024,Manufacture of other non-distilled fermented beverages,Austria
AT,C1106,2021,Manufacture of malt,Austria
AT,C1106,2022,Manufacture of malt,Austria
AT,C1106,2023,Manufacture of malt,Austria
AT,C1106,2024,Manufacture of malt,Austria
AT,C1393,2022,Manufacture of carpets and rugs,Austria
AT,C1394,2021,"Manufacture of cordage, rope, twine and netting",Austria
AT,C1394,2023,"Manufacture of cordage, rope, twine and netting",Austria
AT,C1395,2021,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Austria
AT,C1395,2022,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Austria
AT,C1395,2023,"Manufacture of non-wovens and articles made from non-wovens, except apparel",Austria
AT,C1431,2021,Manufacture of knitted and crocheted hosiery,Austria
AT,C1431,2022,Manufacture of knitted and crocheted hosiery,Austria
AT,C1431,2023,Manufacture of knitted and crocheted hosiery,Austria
AT,C1431,2024,Manufacture of knitted and crocheted hosiery,Austria
AT,C1439,2021,Manufacture of other knitted and crocheted apparel,Austria
AT,C1439,2022,Manufacture of other knitted and crocheted apparel,Austria
AT,C1439,2023,Manufacture of other knitted and crocheted apparel,Austria
AT,C1439,2024,Manufacture of other knitted and crocheted apparel,Austria
AT,C1711,2021,Manufacture of pulp,Austria
AT,C1711,2022,Manufacture of pulp,Austria
AT,C1711,2023,Manufacture of pulp,Austria
AT,C1712,2021,Manufacture of paper and paperboard,Austria
AT,C1712,2022,Manufacture of paper and paperboard,Austria
AT,C1712,2023,Manufacture of paper and paperboard,Austria
AT,C1722,2024,Manufacture of household and sanitary goods and of toilet requisites,Austria
AT,C1724,2024,Manufacture of wallpaper,Austria
AT,C1811,2021,Printing of newspapers,Austria
AT,C1811,2024,Printing of newspapers,Austria
AT,C1814,2021,Binding and related services,Austria
AT,C1814,2024,Binding and related services,Austria
AT,C1920,2022,Manufacture of refined petroleum products,Austria
AT,C1920,2023,Manufacture of refined petroleum products,Austria
